SrvcDstrctNm,DsbltyGrpNm,AgeBnd,PrtcpntCnt,SuppCatg,RprtDt,Key
North Metro,Psychosocial disability,35 to 44,63,ALL,31MAR2021,26377
North Metro,Psychosocial disability,35 to 44,62,Capacity Building,31MAR2021,26378
North Metro,Psychosocial disability,35 to 44,11,Capital,31MAR2021,26379
North Metro,Psychosocial disability,35 to 44,61,Core,31MAR2021,26380
North Metro,Psychosocial disability,45 to 54,78,ALL,31MAR2021,26381
North Metro,Psychosocial disability,45 to 54,79,Capacity Building,31MAR2021,26382
North Metro,Psychosocial disability,45 to 54,11,Capital,31MAR2021,26383
North Metro,Psychosocial disability,45 to 54,83,Core,31MAR2021,26384
North Metro,Psychosocial disability,55 to 64,63,ALL,31MAR2021,26385
North Metro,Psychosocial disability,55 to 64,62,Capacity Building,31MAR2021,26386
North Metro,Psychosocial disability,55 to 64,11,Capital,31MAR2021,26387
North Metro,Psychosocial disability,55 to 64,64,Core,31MAR2021,26388
North Metro,Psychosocial disability,65+,11,ALL,31MAR2021,26389
North Metro,Psychosocial disability,65+,11,Capacity Building,31MAR2021,26390
North Metro,Psychosocial disability,65+,11,Core,31MAR2021,26392
North Metro,Psychosocial disability,7 to 14,11,ALL,31MAR2021,26393
North Metro,Psychosocial disability,7 to 14,11,Capacity Building,31MAR2021,26394
North Metro,Psychosocial disability,ALL,285,ALL,31MAR2021,26397
North Metro,Psychosocial disability,ALL,285,Capacity Building,31MAR2021,26398
North Metro,Psychosocial disability,ALL,18,Capital,31MAR2021,26399
North Metro,Psychosocial disability,ALL,278,Core,31MAR2021,26400
North Metro,Spinal Cord Injury,19 to 24,11,ALL,31MAR2021,26409
North Metro,Spinal Cord Injury,19 to 24,11,Capacity Building,31MAR2021,26410
North Metro,Spinal Cord Injury,19 to 24,11,Capital,31MAR2021,26411
North Metro,Spinal Cord Injury,19 to 24,11,Core,31MAR2021,26412
North Metro,Spinal Cord Injury,25 to 34,11,ALL,31MAR2021,26413
North Metro,Spinal Cord Injury,25 to 34,11,Capacity Building,31MAR2021,26414
North Metro,Spinal Cord Injury,25 to 34,11,Capital,31MAR2021,26415
North Metro,Spinal Cord Injury,25 to 34,11,Core,31MAR2021,26416
North Metro,Spinal Cord Injury,35 to 44,15,ALL,31MAR2021,26417
North Metro,Spinal Cord Injury,35 to 44,15,Capacity Building,31MAR2021,26418
North Metro,Spinal Cord Injury,35 to 44,15,Capital,31MAR2021,26419
North Metro,Spinal Cord Injury,35 to 44,15,Core,31MAR2021,26420
North Metro,Spinal Cord Injury,45 to 54,21,ALL,31MAR2021,26421
North Metro,Spinal Cord Injury,45 to 54,22,Capacity Building,31MAR2021,26422
North Metro,Spinal Cord Injury,45 to 54,17,Capital,31MAR2021,26423
North Metro,Spinal Cord Injury,45 to 54,25,Core,31MAR2021,26424
North Metro,Spinal Cord Injury,55 to 64,12,ALL,31MAR2021,26425
North Metro,Spinal Cord Injury,55 to 64,12,Capacity Building,31MAR2021,26426
North Metro,Spinal Cord Injury,55 to 64,12,Capital,31MAR2021,26427
North Metro,Spinal Cord Injury,55 to 64,12,Core,31MAR2021,26428
North Metro,Spinal Cord Injury,65+,11,ALL,31MAR2021,26429
North Metro,Spinal Cord Injury,65+,11,Capacity Building,31MAR2021,26430
North Metro,Spinal Cord Injury,65+,11,Capital,31MAR2021,26431
North Metro,Spinal Cord Injury,65+,11,Core,31MAR2021,26432
North Metro,Spinal Cord Injury,7 to 14,11,ALL,31MAR2021,26433
North Metro,Spinal Cord Injury,7 to 14,11,Capacity Building,31MAR2021,26434
North Metro,Spinal Cord Injury,7 to 14,11,Capital,31MAR2021,26435
North Metro,Spinal Cord Injury,7 to 14,11,Core,31MAR2021,26436
North Metro,Spinal Cord Injury,ALL,63,ALL,31MAR2021,26437
North Metro,Spinal Cord Injury,ALL,63,Capacity Building,31MAR2021,26438
North Metro,Spinal Cord Injury,ALL,62,Capital,31MAR2021,26439
North Metro,Spinal Cord Injury,ALL,63,Core,31MAR2021,26440
North Metro,Stroke,15 to 18,11,ALL,31MAR2021,26445
North Metro,Stroke,15 to 18,11,Capacity Building,31MAR2021,26446
North Metro,Stroke,15 to 18,11,Capital,31MAR2021,26447
North Metro,Stroke,15 to 18,11,Core,31MAR2021,26448
North Metro,Stroke,19 to 24,11,ALL,31MAR2021,26449
North Metro,Stroke,19 to 24,11,Capacity Building,31MAR2021,26450
North Metro,Stroke,19 to 24,11,Capital,31MAR2021,26451
North Metro,Stroke,19 to 24,11,Core,31MAR2021,26452
North Metro,Stroke,35 to 44,11,ALL,31MAR2021,26457
North Metro,Stroke,35 to 44,11,Capacity Building,31MAR2021,26458
North Metro,Stroke,35 to 44,11,Capital,31MAR2021,26459
North Metro,Stroke,35 to 44,11,Core,31MAR2021,26460
North Metro,Stroke,45 to 54,14,ALL,31MAR2021,26461
North Metro,Stroke,45 to 54,14,Capacity Building,31MAR2021,26462
North Metro,Stroke,45 to 54,11,Capital,31MAR2021,26463
North Metro,Stroke,45 to 54,14,Core,31MAR2021,26464
North Metro,Stroke,55 to 64,30,ALL,31MAR2021,26465
North Metro,Stroke,55 to 64,34,Capacity Building,31MAR2021,26466
North Metro,Stroke,55 to 64,25,Capital,31MAR2021,26467
North Metro,Stroke,55 to 64,28,Core,31MAR2021,26468
North Metro,Stroke,65+,11,ALL,31MAR2021,26469
North Metro,Stroke,65+,11,Capacity Building,31MAR2021,26470
North Metro,Stroke,65+,11,Capital,31MAR2021,26471
North Metro,Stroke,65+,11,Core,31MAR2021,26472
North Metro,Stroke,7 to 14,11,ALL,31MAR2021,26473
North Metro,Stroke,7 to 14,11,Capacity Building,31MAR2021,26474
North Metro,Stroke,7 to 14,11,Capital,31MAR2021,26475
North Metro,Stroke,7 to 14,11,Core,31MAR2021,26476
North Metro,Stroke,ALL,61,ALL,31MAR2021,26477
North Metro,Stroke,ALL,61,Capacity Building,31MAR2021,26478
North Metro,Stroke,ALL,48,Capital,31MAR2021,26479
North Metro,Stroke,ALL,61,Core,31MAR2021,26480
North Metro,Visual Impairment,0 to 6,11,ALL,31MAR2021,26481
North Metro,Visual Impairment,0 to 6,11,Capacity Building,31MAR2021,26482
North Metro,Visual Impairment,0 to 6,11,Capital,31MAR2021,26483
North Metro,Visual Impairment,0 to 6,11,Core,31MAR2021,26484
North Metro,Visual Impairment,15 to 18,11,ALL,31MAR2021,26485
North Metro,Visual Impairment,15 to 18,11,Capacity Building,31MAR2021,26486
North Metro,Visual Impairment,15 to 18,11,Capital,31MAR2021,26487
North Metro,Visual Impairment,15 to 18,11,Core,31MAR2021,26488
North Metro,Visual Impairment,19 to 24,11,ALL,31MAR2021,26489
North Metro,Visual Impairment,19 to 24,11,Capacity Building,31MAR2021,26490
North Metro,Visual Impairment,19 to 24,11,Capital,31MAR2021,26491
North Metro,Visual Impairment,19 to 24,11,Core,31MAR2021,26492
North Metro,Visual Impairment,25 to 34,11,ALL,31MAR2021,26493
North Metro,Visual Impairment,25 to 34,11,Capacity Building,31MAR2021,26494
North Metro,Visual Impairment,25 to 34,11,Capital,31MAR2021,26495
North Metro,Visual Impairment,25 to 34,11,Core,31MAR2021,26496
North Metro,Visual Impairment,35 to 44,11,ALL,31MAR2021,26497
North Metro,Visual Impairment,35 to 44,11,Capacity Building,31MAR2021,26498
North Metro,Visual Impairment,35 to 44,11,Capital,31MAR2021,26499
North Metro,Visual Impairment,35 to 44,11,Core,31MAR2021,26500
North Metro,Visual Impairment,45 to 54,12,ALL,31MAR2021,26501
North Metro,Visual Impairment,45 to 54,12,Capacity Building,31MAR2021,26502
North Metro,Visual Impairment,45 to 54,11,Capital,31MAR2021,26503
North Metro,Visual Impairment,45 to 54,12,Core,31MAR2021,26504
North Metro,Visual Impairment,55 to 64,16,ALL,31MAR2021,26505
North Metro,Visual Impairment,55 to 64,16,Capacity Building,31MAR2021,26506
North Metro,Visual Impairment,55 to 64,11,Capital,31MAR2021,26507
North Metro,Visual Impairment,55 to 64,16,Core,31MAR2021,26508
North Metro,Visual Impairment,65+,11,ALL,31MAR2021,26509
North Metro,Visual Impairment,65+,11,Capacity Building,31MAR2021,26510
North Metro,Visual Impairment,65+,11,Capital,31MAR2021,26511
North Metro,Visual Impairment,65+,11,Core,31MAR2021,26512
North Metro,Visual Impairment,7 to 14,14,ALL,31MAR2021,26513
North Metro,Visual Impairment,7 to 14,14,Capacity Building,31MAR2021,26514
North Metro,Visual Impairment,7 to 14,11,Capital,31MAR2021,26515
North Metro,Visual Impairment,7 to 14,14,Core,31MAR2021,26516
North Metro,Visual Impairment,ALL,71,ALL,31MAR2021,26517
North Metro,Visual Impairment,ALL,69,Capacity Building,31MAR2021,26518
North Metro,Visual Impairment,ALL,37,Capital,31MAR2021,26519
North Metro,Visual Impairment,ALL,71,Core,31MAR2021,26520
Other,ALL,15 to 18,11,ALL,31MAR2021,26565
Other,ALL,15 to 18,11,Capacity Building,31MAR2021,26566
Other,ALL,35 to 44,11,ALL,31MAR2021,26577
Other,ALL,35 to 44,11,Capacity Building,31MAR2021,26578
Other,ALL,35 to 44,11,Core,31MAR2021,26580
Other,ALL,7 to 14,11,ALL,31MAR2021,26593
Other,ALL,7 to 14,11,Capacity Building,31MAR2021,26594
Other,ALL,7 to 14,11,Capital,31MAR2021,26595
Other,ALL,7 to 14,11,Core,31MAR2021,26596
Other,ALL,ALL,11,ALL,31MAR2021,26597
Other,ALL,ALL,11,Capacity Building,31MAR2021,26598
Other,ALL,ALL,11,Capital,31MAR2021,26599
Other,ALL,ALL,11,Core,31MAR2021,26600
Other,Autism,7 to 14,11,ALL,31MAR2021,26633
Other,Autism,7 to 14,11,Capacity Building,31MAR2021,26634
Other,Autism,7 to 14,11,Core,31MAR2021,26636
Other,Autism,ALL,11,ALL,31MAR2021,26637
Other,Autism,ALL,11,Capacity Building,31MAR2021,26638
Other,Autism,ALL,11,Core,31MAR2021,26640
Other,Cerebral Palsy,7 to 14,11,ALL,31MAR2021,26673
Other,Cerebral Palsy,7 to 14,11,Capacity Building,31MAR2021,26674
Other,Cerebral Palsy,7 to 14,11,Capital,31MAR2021,26675
Other,Cerebral Palsy,7 to 14,11,Core,31MAR2021,26676
Other,Cerebral Palsy,ALL,11,ALL,31MAR2021,26677
Other,Cerebral Palsy,ALL,11,Capacity Building,31MAR2021,26678
Other,Cerebral Palsy,ALL,11,Capital,31MAR2021,26679
Other,Cerebral Palsy,ALL,11,Core,31MAR2021,26680
Other,Intellectual Disability,15 to 18,11,ALL,31MAR2021,26805
Other,Intellectual Disability,15 to 18,11,Capacity Building,31MAR2021,26806
Other,Intellectual Disability,ALL,11,ALL,31MAR2021,26837
Other,Intellectual Disability,ALL,11,Capacity Building,31MAR2021,26838
Other,Psychosocial disability,35 to 44,11,ALL,31MAR2021,27057
Other,Psychosocial disability,35 to 44,11,Capacity Building,31MAR2021,27058
Other,Psychosocial disability,35 to 44,11,Core,31MAR2021,27060
Other,Psychosocial disability,ALL,11,ALL,31MAR2021,27077
Other,Psychosocial disability,ALL,11,Capacity Building,31MAR2021,27078
Other,Psychosocial disability,ALL,11,Core,31MAR2021,27080
South East Metro,ABI,15 to 18,11,ALL,31MAR2021,27885
South East Metro,ABI,15 to 18,11,Capacity Building,31MAR2021,27886
South East Metro,ABI,15 to 18,11,Capital,31MAR2021,27887
South East Metro,ABI,15 to 18,11,Core,31MAR2021,27888
South East Metro,ABI,19 to 24,11,ALL,31MAR2021,27889
South East Metro,ABI,19 to 24,11,Capacity Building,31MAR2021,27890
South East Metro,ABI,19 to 24,11,Core,31MAR2021,27892
South East Metro,ABI,25 to 34,24,ALL,31MAR2021,27893
South East Metro,ABI,25 to 34,27,Capacity Building,31MAR2021,27894
South East Metro,ABI,25 to 34,14,Capital,31MAR2021,27895
South East Metro,ABI,25 to 34,19,Core,31MAR2021,27896
South East Metro,ABI,35 to 44,34,ALL,31MAR2021,27897
South East Metro,ABI,35 to 44,31,Capacity Building,31MAR2021,27898
South East Metro,ABI,35 to 44,16,Capital,31MAR2021,27899
South East Metro,ABI,35 to 44,29,Core,31MAR2021,27900
South East Metro,ABI,45 to 54,31,ALL,31MAR2021,27901
South East Metro,ABI,45 to 54,34,Capacity Building,31MAR2021,27902
South East Metro,ABI,45 to 54,16,Capital,31MAR2021,27903
South East Metro,ABI,45 to 54,26,Core,31MAR2021,27904
South East Metro,ABI,55 to 64,47,ALL,31MAR2021,27905
South East Metro,ABI,55 to 64,43,Capacity Building,31MAR2021,27906
South East Metro,ABI,55 to 64,25,Capital,31MAR2021,27907
South East Metro,ABI,55 to 64,45,Core,31MAR2021,27908
South East Metro,ABI,65+,11,ALL,31MAR2021,27909
South East Metro,ABI,65+,11,Capacity Building,31MAR2021,27910
South East Metro,ABI,65+,11,Capital,31MAR2021,27911
South East Metro,ABI,65+,11,Core,31MAR2021,27912
South East Metro,ABI,7 to 14,13,ALL,31MAR2021,27913
South East Metro,ABI,7 to 14,13,Capacity Building,31MAR2021,27914
South East Metro,ABI,7 to 14,11,Capital,31MAR2021,27915
South East Metro,ABI,7 to 14,13,Core,31MAR2021,27916
South East Metro,ABI,ALL,165,ALL,31MAR2021,27917
South East Metro,ABI,ALL,164,Capacity Building,31MAR2021,27918
South East Metro,ABI,ALL,85,Capital,31MAR2021,27919
South East Metro,ABI,ALL,160,Core,31MAR2021,27920
South East Metro,ALL,0 to 6,526,ALL,31MAR2021,27921
South East Metro,ALL,0 to 6,526,Capacity Building,31MAR2021,27922
South East Metro,ALL,0 to 6,169,Capital,31MAR2021,27923
South East Metro,ALL,0 to 6,438,Core,31MAR2021,27924
South East Metro,ALL,15 to 18,337,ALL,31MAR2021,27925
South East Metro,ALL,15 to 18,332,Capacity Building,31MAR2021,27926
South East Metro,ALL,15 to 18,64,Capital,31MAR2021,27927
South East Metro,ALL,15 to 18,285,Core,31MAR2021,27928
South East Metro,ALL,19 to 24,369,ALL,31MAR2021,27929
South East Metro,ALL,19 to 24,364,Capacity Building,31MAR2021,27930
South East Metro,ALL,19 to 24,83,Capital,31MAR2021,27931
South East Metro,ALL,19 to 24,342,Core,31MAR2021,27932
South East Metro,ALL,25 to 34,482,ALL,31MAR2021,27933
South East Metro,ALL,25 to 34,469,Capacity Building,31MAR2021,27934
South East Metro,ALL,25 to 34,136,Capital,31MAR2021,27935
South East Metro,ALL,25 to 34,466,Core,31MAR2021,27936
South East Metro,ALL,35 to 44,402,ALL,31MAR2021,27937
South East Metro,ALL,35 to 44,396,Capacity Building,31MAR2021,27938
South East Metro,ALL,35 to 44,160,Capital,31MAR2021,27939
South East Metro,ALL,35 to 44,392,Core,31MAR2021,27940
South East Metro,ALL,45 to 54,474,ALL,31MAR2021,27941
South East Metro,ALL,45 to 54,464,Capacity Building,31MAR2021,27942
South East Metro,ALL,45 to 54,230,Capital,31MAR2021,27943
South East Metro,ALL,45 to 54,469,Core,31MAR2021,27944
South East Metro,ALL,55 to 64,594,ALL,31MAR2021,27945
South East Metro,ALL,55 to 64,589,Capacity Building,31MAR2021,27946
South East Metro,ALL,55 to 64,333,Capital,31MAR2021,27947
South East Metro,ALL,55 to 64,592,Core,31MAR2021,27948
South East Metro,ALL,65+,98,ALL,31MAR2021,27949
South East Metro,ALL,65+,98,Capacity Building,31MAR2021,27950
South East Metro,ALL,65+,71,Capital,31MAR2021,27951
South East Metro,ALL,65+,98,Core,31MAR2021,27952
South East Metro,ALL,7 to 14,963,ALL,31MAR2021,27953
South East Metro,ALL,7 to 14,956,Capacity Building,31MAR2021,27954
South East Metro,ALL,7 to 14,224,Capital,31MAR2021,27955
South East Metro,ALL,7 to 14,742,Core,31MAR2021,27956
South East Metro,ALL,ALL,4245,ALL,31MAR2021,27957
South East Metro,ALL,ALL,4194,Capacity Building,31MAR2021,27958
South East Metro,ALL,ALL,1470,Capital,31MAR2021,27959
South East Metro,ALL,ALL,3824,Core,31MAR2021,27960
South East Metro,Autism,0 to 6,195,ALL,31MAR2021,27961
South East Metro,Autism,0 to 6,196,Capacity Building,31MAR2021,27962
South East Metro,Autism,0 to 6,67,Capital,31MAR2021,27963
South East Metro,Autism,0 to 6,165,Core,31MAR2021,27964
South East Metro,Autism,15 to 18,192,ALL,31MAR2021,27965
South East Metro,Autism,15 to 18,186,Capacity Building,31MAR2021,27966
South East Metro,Autism,15 to 18,15,Capital,31MAR2021,27967
South East Metro,Autism,15 to 18,152,Core,31MAR2021,27968
South East Metro,Autism,19 to 24,163,ALL,31MAR2021,27969
South East Metro,Autism,19 to 24,161,Capacity Building,31MAR2021,27970
South East Metro,Autism,19 to 24,24,Capital,31MAR2021,27971
South East Metro,Autism,19 to 24,155,Core,31MAR2021,27972
South East Metro,Autism,25 to 34,100,ALL,31MAR2021,27973
South East Metro,Autism,25 to 34,102,Capacity Building,31MAR2021,27974
South East Metro,Autism,25 to 34,16,Capital,31MAR2021,27975
South East Metro,Autism,25 to 34,91,Core,31MAR2021,27976
South East Metro,Autism,35 to 44,28,ALL,31MAR2021,27977
South East Metro,Autism,35 to 44,28,Capacity Building,31MAR2021,27978
South East Metro,Autism,35 to 44,11,Capital,31MAR2021,27979
South East Metro,Autism,35 to 44,30,Core,31MAR2021,27980
South East Metro,Autism,45 to 54,19,ALL,31MAR2021,27981
South East Metro,Autism,45 to 54,13,Capacity Building,31MAR2021,27982
South East Metro,Autism,45 to 54,11,Capital,31MAR2021,27983
South East Metro,Autism,45 to 54,14,Core,31MAR2021,27984
South East Metro,Autism,55 to 64,11,ALL,31MAR2021,27985
South East Metro,Autism,55 to 64,11,Capacity Building,31MAR2021,27986
South East Metro,Autism,55 to 64,11,Capital,31MAR2021,27987
South East Metro,Autism,55 to 64,11,Core,31MAR2021,27988
South East Metro,Autism,7 to 14,635,ALL,31MAR2021,27993
South East Metro,Autism,7 to 14,637,Capacity Building,31MAR2021,27994
South East Metro,Autism,7 to 14,77,Capital,31MAR2021,27995
South East Metro,Autism,7 to 14,462,Core,31MAR2021,27996
South East Metro,Autism,ALL,1337,ALL,31MAR2021,27997
South East Metro,Autism,ALL,1326,Capacity Building,31MAR2021,27998
South East Metro,Autism,ALL,219,Capital,31MAR2021,27999
South East Metro,Autism,ALL,1078,Core,31MAR2021,28000
South East Metro,Cerebral Palsy,0 to 6,28,ALL,31MAR2021,28001
South East Metro,Cerebral Palsy,0 to 6,26,Capacity Building,31MAR2021,28002
South East Metro,Cerebral Palsy,0 to 6,21,Capital,31MAR2021,28003
South East Metro,Cerebral Palsy,0 to 6,26,Core,31MAR2021,28004
South East Metro,Cerebral Palsy,15 to 18,20,ALL,31MAR2021,28005
South East Metro,Cerebral Palsy,15 to 18,19,Capacity Building,31MAR2021,28006
South East Metro,Cerebral Palsy,15 to 18,16,Capital,31MAR2021,28007
South East Metro,Cerebral Palsy,15 to 18,18,Core,31MAR2021,28008
South East Metro,Cerebral Palsy,19 to 24,20,ALL,31MAR2021,28009
South East Metro,Cerebral Palsy,19 to 24,22,Capacity Building,31MAR2021,28010
South East Metro,Cerebral Palsy,19 to 24,14,Capital,31MAR2021,28011
South East Metro,Cerebral Palsy,19 to 24,14,Core,31MAR2021,28012
South East Metro,Cerebral Palsy,25 to 34,31,ALL,31MAR2021,28013
South East Metro,Cerebral Palsy,25 to 34,35,Capacity Building,31MAR2021,28014
South East Metro,Cerebral Palsy,25 to 34,25,Capital,31MAR2021,28015
South East Metro,Cerebral Palsy,25 to 34,33,Core,31MAR2021,28016
South East Metro,Cerebral Palsy,35 to 44,19,ALL,31MAR2021,28017
South East Metro,Cerebral Palsy,35 to 44,21,Capacity Building,31MAR2021,28018
South East Metro,Cerebral Palsy,35 to 44,14,Capital,31MAR2021,28019
South East Metro,Cerebral Palsy,35 to 44,16,Core,31MAR2021,28020
South East Metro,Cerebral Palsy,45 to 54,30,ALL,31MAR2021,28021
South East Metro,Cerebral Palsy,45 to 54,25,Capacity Building,31MAR2021,28022
South East Metro,Cerebral Palsy,45 to 54,22,Capital,31MAR2021,28023
South East Metro,Cerebral Palsy,45 to 54,33,Core,31MAR2021,28024
South East Metro,Cerebral Palsy,55 to 64,17,ALL,31MAR2021,28025
South East Metro,Cerebral Palsy,55 to 64,21,Capacity Building,31MAR2021,28026
South East Metro,Cerebral Palsy,55 to 64,16,Capital,31MAR2021,28027
South East Metro,Cerebral Palsy,55 to 64,12,Core,31MAR2021,28028
South East Metro,Cerebral Palsy,65+,11,ALL,31MAR2021,28029
South East Metro,Cerebral Palsy,65+,11,Capacity Building,31MAR2021,28030
South East Metro,Cerebral Palsy,65+,11,Capital,31MAR2021,28031
South East Metro,Cerebral Palsy,65+,11,Core,31MAR2021,28032
South East Metro,Cerebral Palsy,7 to 14,35,ALL,31MAR2021,28033
South East Metro,Cerebral Palsy,7 to 14,40,Capacity Building,31MAR2021,28034
South East Metro,Cerebral Palsy,7 to 14,28,Capital,31MAR2021,28035
South East Metro,Cerebral Palsy,7 to 14,29,Core,31MAR2021,28036
South East Metro,Cerebral Palsy,ALL,202,ALL,31MAR2021,28037
South East Metro,Cerebral Palsy,ALL,202,Capacity Building,31MAR2021,28038
South East Metro,Cerebral Palsy,ALL,166,Capital,31MAR2021,28039
South East Metro,Cerebral Palsy,ALL,199,Core,31MAR2021,28040
South East Metro,Developmental delay,0 to 6,132,ALL,31MAR2021,28041
South East Metro,Developmental delay,0 to 6,136,Capacity Building,31MAR2021,28042
South East Metro,Developmental delay,0 to 6,13,Capital,31MAR2021,28043
South East Metro,Developmental delay,0 to 6,101,Core,31MAR2021,28044
South East Metro,Developmental delay,7 to 14,11,ALL,31MAR2021,28073
South East Metro,Developmental delay,7 to 14,11,Capacity Building,31MAR2021,28074
South East Metro,Developmental delay,7 to 14,11,Core,31MAR2021,28076
South East Metro,Developmental delay,ALL,136,ALL,31MAR2021,28077
South East Metro,Developmental delay,ALL,136,Capacity Building,31MAR2021,28078
South East Metro,Developmental delay,ALL,11,Capital,31MAR2021,28079
South East Metro,Developmental delay,ALL,106,Core,31MAR2021,28080
South East Metro,Global developmental delay,0 to 6,92,ALL,31MAR2021,28081
South East Metro,Global developmental delay,0 to 6,92,Capacity Building,31MAR2021,28082
South East Metro,Global developmental delay,0 to 6,24,Capital,31MAR2021,28083
South East Metro,Global developmental delay,0 to 6,69,Core,31MAR2021,28084
South East Metro,Global developmental delay,7 to 14,22,ALL,31MAR2021,28113
South East Metro,Global developmental delay,7 to 14,18,Capacity Building,31MAR2021,28114
South East Metro,Global developmental delay,7 to 14,11,Capital,31MAR2021,28115
South East Metro,Global developmental delay,7 to 14,13,Core,31MAR2021,28116
South East Metro,Global developmental delay,ALL,114,ALL,31MAR2021,28117
South East Metro,Global developmental delay,ALL,113,Capacity Building,31MAR2021,28118
South East Metro,Global developmental delay,ALL,25,Capital,31MAR2021,28119
South East Metro,Global developmental delay,ALL,79,Core,31MAR2021,28120
South East Metro,Hearing Impairment,0 to 6,32,ALL,31MAR2021,28121
South East Metro,Hearing Impairment,0 to 6,32,Capacity Building,31MAR2021,28122
South East Metro,Hearing Impairment,0 to 6,13,Capital,31MAR2021,28123
South East Metro,Hearing Impairment,0 to 6,34,Core,31MAR2021,28124
South East Metro,Hearing Impairment,15 to 18,20,ALL,31MAR2021,28125
South East Metro,Hearing Impairment,15 to 18,18,Capacity Building,31MAR2021,28126
South East Metro,Hearing Impairment,15 to 18,11,Capital,31MAR2021,28127
South East Metro,Hearing Impairment,15 to 18,18,Core,31MAR2021,28128
South East Metro,Hearing Impairment,19 to 24,21,ALL,31MAR2021,28129
South East Metro,Hearing Impairment,19 to 24,18,Capacity Building,31MAR2021,28130
South East Metro,Hearing Impairment,19 to 24,11,Capital,31MAR2021,28131
South East Metro,Hearing Impairment,19 to 24,17,Core,31MAR2021,28132
South East Metro,Hearing Impairment,25 to 34,19,ALL,31MAR2021,28133
South East Metro,Hearing Impairment,25 to 34,13,Capacity Building,31MAR2021,28134
South East Metro,Hearing Impairment,25 to 34,11,Capital,31MAR2021,28135
South East Metro,Hearing Impairment,25 to 34,18,Core,31MAR2021,28136
South East Metro,Hearing Impairment,35 to 44,12,ALL,31MAR2021,28137
South East Metro,Hearing Impairment,35 to 44,12,Capacity Building,31MAR2021,28138
South East Metro,Hearing Impairment,35 to 44,11,Capital,31MAR2021,28139
South East Metro,Hearing Impairment,35 to 44,12,Core,31MAR2021,28140
South East Metro,Hearing Impairment,45 to 54,30,ALL,31MAR2021,28141
South East Metro,Hearing Impairment,45 to 54,32,Capacity Building,31MAR2021,28142
South East Metro,Hearing Impairment,45 to 54,19,Capital,31MAR2021,28143
South East Metro,Hearing Impairment,45 to 54,26,Core,31MAR2021,28144
South East Metro,Hearing Impairment,55 to 64,22,ALL,31MAR2021,28145
South East Metro,Hearing Impairment,55 to 64,21,Capacity Building,31MAR2021,28146
South East Metro,Hearing Impairment,55 to 64,11,Capital,31MAR2021,28147
South East Metro,Hearing Impairment,55 to 64,25,Core,31MAR2021,28148
South East Metro,Hearing Impairment,7 to 14,65,ALL,31MAR2021,28153
South East Metro,Hearing Impairment,7 to 14,60,Capacity Building,31MAR2021,28154
South East Metro,Hearing Impairment,7 to 14,14,Capital,31MAR2021,28155
South East Metro,Hearing Impairment,7 to 14,60,Core,31MAR2021,28156
South East Metro,Hearing Impairment,ALL,221,ALL,31MAR2021,28157
South East Metro,Hearing Impairment,ALL,211,Capacity Building,31MAR2021,28158
South East Metro,Hearing Impairment,ALL,73,Capital,31MAR2021,28159
South East Metro,Hearing Impairment,ALL,218,Core,31MAR2021,28160
South East Metro,Intellectual Disability,0 to 6,38,ALL,31MAR2021,28161
South East Metro,Intellectual Disability,0 to 6,43,Capacity Building,31MAR2021,28162
South East Metro,Intellectual Disability,0 to 6,28,Capital,31MAR2021,28163
South East Metro,Intellectual Disability,0 to 6,35,Core,31MAR2021,28164
South East Metro,Intellectual Disability,15 to 18,81,ALL,31MAR2021,28165
South East Metro,Intellectual Disability,15 to 18,82,Capacity Building,31MAR2021,28166
South East Metro,Intellectual Disability,15 to 18,17,Capital,31MAR2021,28167
South East Metro,Intellectual Disability,15 to 18,68,Core,31MAR2021,28168
South East Metro,Intellectual Disability,19 to 24,121,ALL,31MAR2021,28169
South East Metro,Intellectual Disability,19 to 24,115,Capacity Building,31MAR2021,28170
South East Metro,Intellectual Disability,19 to 24,25,Capital,31MAR2021,28171
South East Metro,Intellectual Disability,19 to 24,111,Core,31MAR2021,28172
South East Metro,Intellectual Disability,25 to 34,186,ALL,31MAR2021,28173
South East Metro,Intellectual Disability,25 to 34,177,Capacity Building,31MAR2021,28174
South East Metro,Intellectual Disability,25 to 34,44,Capital,31MAR2021,28175
South East Metro,Intellectual Disability,25 to 34,180,Core,31MAR2021,28176
South East Metro,Intellectual Disability,35 to 44,118,ALL,31MAR2021,28177
South East Metro,Intellectual Disability,35 to 44,111,Capacity Building,31MAR2021,28178
South East Metro,Intellectual Disability,35 to 44,47,Capital,31MAR2021,28179
South East Metro,Intellectual Disability,35 to 44,115,Core,31MAR2021,28180
South East Metro,Intellectual Disability,45 to 54,116,ALL,31MAR2021,28181
South East Metro,Intellectual Disability,45 to 54,112,Capacity Building,31MAR2021,28182
South East Metro,Intellectual Disability,45 to 54,53,Capital,31MAR2021,28183
South East Metro,Intellectual Disability,45 to 54,115,Core,31MAR2021,28184
South East Metro,Intellectual Disability,55 to 64,108,ALL,31MAR2021,28185
South East Metro,Intellectual Disability,55 to 64,109,Capacity Building,31MAR2021,28186
South East Metro,Intellectual Disability,55 to 64,59,Capital,31MAR2021,28187
South East Metro,Intellectual Disability,55 to 64,112,Core,31MAR2021,28188
South East Metro,Intellectual Disability,65+,17,ALL,31MAR2021,28189
South East Metro,Intellectual Disability,65+,16,Capacity Building,31MAR2021,28190
