Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,PrtcpntCnt
20710,31MAR2021,ALL,Intellectual Disability,65+,Capacity Building,140
20711,31MAR2021,ALL,Intellectual Disability,65+,Capital,77
20712,31MAR2021,ALL,Intellectual Disability,65+,Core,144
20713,31MAR2021,ALL,Intellectual Disability,7 to 14,ALL,1300
20714,31MAR2021,ALL,Intellectual Disability,7 to 14,Capacity Building,1299
20715,31MAR2021,ALL,Intellectual Disability,7 to 14,Capital,412
20716,31MAR2021,ALL,Intellectual Disability,7 to 14,Core,991
20717,31MAR2021,ALL,Intellectual Disability,ALL,ALL,8203
20718,31MAR2021,ALL,Intellectual Disability,ALL,Capacity Building,8026
20719,31MAR2021,ALL,Intellectual Disability,ALL,Capital,2581
20720,31MAR2021,ALL,Intellectual Disability,ALL,Core,7498
20725,31MAR2021,ALL,Multiple Sclerosis,15 to 18,ALL,11
20726,31MAR2021,ALL,Multiple Sclerosis,15 to 18,Capacity Building,11
20727,31MAR2021,ALL,Multiple Sclerosis,15 to 18,Capital,11
20728,31MAR2021,ALL,Multiple Sclerosis,15 to 18,Core,11
20729,31MAR2021,ALL,Multiple Sclerosis,19 to 24,ALL,11
20730,31MAR2021,ALL,Multiple Sclerosis,19 to 24,Capacity Building,11
20731,31MAR2021,ALL,Multiple Sclerosis,19 to 24,Capital,11
20732,31MAR2021,ALL,Multiple Sclerosis,19 to 24,Core,11
20733,31MAR2021,ALL,Multiple Sclerosis,25 to 34,ALL,39
20734,31MAR2021,ALL,Multiple Sclerosis,25 to 34,Capacity Building,39
20735,31MAR2021,ALL,Multiple Sclerosis,25 to 34,Capital,30
20736,31MAR2021,ALL,Multiple Sclerosis,25 to 34,Core,39
20737,31MAR2021,ALL,Multiple Sclerosis,35 to 44,ALL,96
20738,31MAR2021,ALL,Multiple Sclerosis,35 to 44,Capacity Building,96
20739,31MAR2021,ALL,Multiple Sclerosis,35 to 44,Capital,54
20740,31MAR2021,ALL,Multiple Sclerosis,35 to 44,Core,93
20741,31MAR2021,ALL,Multiple Sclerosis,45 to 54,ALL,228
20742,31MAR2021,ALL,Multiple Sclerosis,45 to 54,Capacity Building,227
20743,31MAR2021,ALL,Multiple Sclerosis,45 to 54,Capital,144
20744,31MAR2021,ALL,Multiple Sclerosis,45 to 54,Core,227
20745,31MAR2021,ALL,Multiple Sclerosis,55 to 64,ALL,319
20746,31MAR2021,ALL,Multiple Sclerosis,55 to 64,Capacity Building,319
20747,31MAR2021,ALL,Multiple Sclerosis,55 to 64,Capital,258
20748,31MAR2021,ALL,Multiple Sclerosis,55 to 64,Core,317
20749,31MAR2021,ALL,Multiple Sclerosis,65+,ALL,96
20750,31MAR2021,ALL,Multiple Sclerosis,65+,Capacity Building,96
20751,31MAR2021,ALL,Multiple Sclerosis,65+,Capital,76
20752,31MAR2021,ALL,Multiple Sclerosis,65+,Core,96
20757,31MAR2021,ALL,Multiple Sclerosis,ALL,ALL,782
20758,31MAR2021,ALL,Multiple Sclerosis,ALL,Capacity Building,781
20759,31MAR2021,ALL,Multiple Sclerosis,ALL,Capital,564
20760,31MAR2021,ALL,Multiple Sclerosis,ALL,Core,776
20761,31MAR2021,ALL,Other,0 to 6,ALL,11
20762,31MAR2021,ALL,Other,0 to 6,Capacity Building,11
20763,31MAR2021,ALL,Other,0 to 6,Capital,11
20764,31MAR2021,ALL,Other,0 to 6,Core,11
20765,31MAR2021,ALL,Other,15 to 18,ALL,11
20766,31MAR2021,ALL,Other,15 to 18,Capacity Building,11
20767,31MAR2021,ALL,Other,15 to 18,Capital,11
20768,31MAR2021,ALL,Other,15 to 18,Core,11
20769,31MAR2021,ALL,Other,19 to 24,ALL,20
20770,31MAR2021,ALL,Other,19 to 24,Capacity Building,20
20771,31MAR2021,ALL,Other,19 to 24,Capital,11
20772,31MAR2021,ALL,Other,19 to 24,Core,20
20773,31MAR2021,ALL,Other,25 to 34,ALL,19
20774,31MAR2021,ALL,Other,25 to 34,Capacity Building,18
20775,31MAR2021,ALL,Other,25 to 34,Capital,14
20776,31MAR2021,ALL,Other,25 to 34,Core,19
20777,31MAR2021,ALL,Other,35 to 44,ALL,34
20778,31MAR2021,ALL,Other,35 to 44,Capacity Building,34
20779,31MAR2021,ALL,Other,35 to 44,Capital,25
20780,31MAR2021,ALL,Other,35 to 44,Core,34
20781,31MAR2021,ALL,Other,45 to 54,ALL,56
20782,31MAR2021,ALL,Other,45 to 54,Capacity Building,55
20783,31MAR2021,ALL,Other,45 to 54,Capital,48
20784,31MAR2021,ALL,Other,45 to 54,Core,56
20785,31MAR2021,ALL,Other,55 to 64,ALL,133
20786,31MAR2021,ALL,Other,55 to 64,Capacity Building,133
20787,31MAR2021,ALL,Other,55 to 64,Capital,94
20788,31MAR2021,ALL,Other,55 to 64,Core,131
20789,31MAR2021,ALL,Other,65+,ALL,24
20790,31MAR2021,ALL,Other,65+,Capacity Building,24
20791,31MAR2021,ALL,Other,65+,Capital,19
20792,31MAR2021,ALL,Other,65+,Core,24
20793,31MAR2021,ALL,Other,7 to 14,ALL,48
20794,31MAR2021,ALL,Other,7 to 14,Capacity Building,48
20795,31MAR2021,ALL,Other,7 to 14,Capital,14
20796,31MAR2021,ALL,Other,7 to 14,Core,31
20797,31MAR2021,ALL,Other,ALL,ALL,352
20798,31MAR2021,ALL,Other,ALL,Capacity Building,350
20799,31MAR2021,ALL,Other,ALL,Capital,233
20800,31MAR2021,ALL,Other,ALL,Core,330
20801,31MAR2021,ALL,Other Neurological,0 to 6,ALL,46
20802,31MAR2021,ALL,Other Neurological,0 to 6,Capacity Building,46
20803,31MAR2021,ALL,Other Neurological,0 to 6,Capital,36
20804,31MAR2021,ALL,Other Neurological,0 to 6,Core,45
20805,31MAR2021,ALL,Other Neurological,15 to 18,ALL,71
20806,31MAR2021,ALL,Other Neurological,15 to 18,Capacity Building,71
20807,31MAR2021,ALL,Other Neurological,15 to 18,Capital,40
20808,31MAR2021,ALL,Other Neurological,15 to 18,Core,65
20809,31MAR2021,ALL,Other Neurological,19 to 24,ALL,91
20810,31MAR2021,ALL,Other Neurological,19 to 24,Capacity Building,90
20811,31MAR2021,ALL,Other Neurological,19 to 24,Capital,56
20812,31MAR2021,ALL,Other Neurological,19 to 24,Core,85
20813,31MAR2021,ALL,Other Neurological,25 to 34,ALL,132
20814,31MAR2021,ALL,Other Neurological,25 to 34,Capacity Building,130
20815,31MAR2021,ALL,Other Neurological,25 to 34,Capital,84
20816,31MAR2021,ALL,Other Neurological,25 to 34,Core,129
20817,31MAR2021,ALL,Other Neurological,35 to 44,ALL,187
20818,31MAR2021,ALL,Other Neurological,35 to 44,Capacity Building,185
20819,31MAR2021,ALL,Other Neurological,35 to 44,Capital,126
20820,31MAR2021,ALL,Other Neurological,35 to 44,Core,185
20821,31MAR2021,ALL,Other Neurological,45 to 54,ALL,293
20822,31MAR2021,ALL,Other Neurological,45 to 54,Capacity Building,290
20823,31MAR2021,ALL,Other Neurological,45 to 54,Capital,220
20824,31MAR2021,ALL,Other Neurological,45 to 54,Core,290
20825,31MAR2021,ALL,Other Neurological,55 to 64,ALL,667
20826,31MAR2021,ALL,Other Neurological,55 to 64,Capacity Building,662
20827,31MAR2021,ALL,Other Neurological,55 to 64,Capital,423
20828,31MAR2021,ALL,Other Neurological,55 to 64,Core,659
20829,31MAR2021,ALL,Other Neurological,65+,ALL,223
20830,31MAR2021,ALL,Other Neurological,65+,Capacity Building,221
20831,31MAR2021,ALL,Other Neurological,65+,Capital,145
20832,31MAR2021,ALL,Other Neurological,65+,Core,222
20833,31MAR2021,ALL,Other Neurological,7 to 14,ALL,179
20834,31MAR2021,ALL,Other Neurological,7 to 14,Capacity Building,178
20835,31MAR2021,ALL,Other Neurological,7 to 14,Capital,100
20836,31MAR2021,ALL,Other Neurological,7 to 14,Core,157
20837,31MAR2021,ALL,Other Neurological,ALL,ALL,1889
20838,31MAR2021,ALL,Other Neurological,ALL,Capacity Building,1873
20839,31MAR2021,ALL,Other Neurological,ALL,Capital,1230
20840,31MAR2021,ALL,Other Neurological,ALL,Core,1837
20841,31MAR2021,ALL,Other Physical,0 to 6,ALL,48
20842,31MAR2021,ALL,Other Physical,0 to 6,Capacity Building,48
20843,31MAR2021,ALL,Other Physical,0 to 6,Capital,35
20844,31MAR2021,ALL,Other Physical,0 to 6,Core,42
20845,31MAR2021,ALL,Other Physical,15 to 18,ALL,46
20846,31MAR2021,ALL,Other Physical,15 to 18,Capacity Building,45
20847,31MAR2021,ALL,Other Physical,15 to 18,Capital,32
20848,31MAR2021,ALL,Other Physical,15 to 18,Core,40
20849,31MAR2021,ALL,Other Physical,19 to 24,ALL,65
20850,31MAR2021,ALL,Other Physical,19 to 24,Capacity Building,65
20851,31MAR2021,ALL,Other Physical,19 to 24,Capital,50
20852,31MAR2021,ALL,Other Physical,19 to 24,Core,61
20853,31MAR2021,ALL,Other Physical,25 to 34,ALL,126
20854,31MAR2021,ALL,Other Physical,25 to 34,Capacity Building,123
20855,31MAR2021,ALL,Other Physical,25 to 34,Capital,101
20856,31MAR2021,ALL,Other Physical,25 to 34,Core,124
20857,31MAR2021,ALL,Other Physical,35 to 44,ALL,169
20858,31MAR2021,ALL,Other Physical,35 to 44,Capacity Building,168
20859,31MAR2021,ALL,Other Physical,35 to 44,Capital,144
20860,31MAR2021,ALL,Other Physical,35 to 44,Core,167
20861,31MAR2021,ALL,Other Physical,45 to 54,ALL,360
20862,31MAR2021,ALL,Other Physical,45 to 54,Capacity Building,358
20863,31MAR2021,ALL,Other Physical,45 to 54,Capital,312
20864,31MAR2021,ALL,Other Physical,45 to 54,Core,356
20865,31MAR2021,ALL,Other Physical,55 to 64,ALL,603
20866,31MAR2021,ALL,Other Physical,55 to 64,Capacity Building,596
20867,31MAR2021,ALL,Other Physical,55 to 64,Capital,500
20868,31MAR2021,ALL,Other Physical,55 to 64,Core,600
20869,31MAR2021,ALL,Other Physical,65+,ALL,201
20870,31MAR2021,ALL,Other Physical,65+,Capacity Building,198
20871,31MAR2021,ALL,Other Physical,65+,Capital,165
20872,31MAR2021,ALL,Other Physical,65+,Core,201
20873,31MAR2021,ALL,Other Physical,7 to 14,ALL,115
20874,31MAR2021,ALL,Other Physical,7 to 14,Capacity Building,114
20875,31MAR2021,ALL,Other Physical,7 to 14,Capital,78
20876,31MAR2021,ALL,Other Physical,7 to 14,Core,108
20877,31MAR2021,ALL,Other Physical,ALL,ALL,1733
20878,31MAR2021,ALL,Other Physical,ALL,Capacity Building,1715
20879,31MAR2021,ALL,Other Physical,ALL,Capital,1417
20880,31MAR2021,ALL,Other Physical,ALL,Core,1699
20881,31MAR2021,ALL,Other Sensory/Speech,0 to 6,ALL,15
20882,31MAR2021,ALL,Other Sensory/Speech,0 to 6,Capacity Building,15
20883,31MAR2021,ALL,Other Sensory/Speech,0 to 6,Capital,11
20884,31MAR2021,ALL,Other Sensory/Speech,0 to 6,Core,11
20885,31MAR2021,ALL,Other Sensory/Speech,15 to 18,ALL,11
20886,31MAR2021,ALL,Other Sensory/Speech,15 to 18,Capacity Building,11
20887,31MAR2021,ALL,Other Sensory/Speech,15 to 18,Capital,11
20888,31MAR2021,ALL,Other Sensory/Speech,15 to 18,Core,11
20889,31MAR2021,ALL,Other Sensory/Speech,19 to 24,ALL,11
20890,31MAR2021,ALL,Other Sensory/Speech,19 to 24,Capacity Building,11
20891,31MAR2021,ALL,Other Sensory/Speech,19 to 24,Capital,11
20892,31MAR2021,ALL,Other Sensory/Speech,19 to 24,Core,11
20893,31MAR2021,ALL,Other Sensory/Speech,25 to 34,ALL,11
20894,31MAR2021,ALL,Other Sensory/Speech,25 to 34,Capacity Building,11
20895,31MAR2021,ALL,Other Sensory/Speech,25 to 34,Capital,11
20896,31MAR2021,ALL,Other Sensory/Speech,25 to 34,Core,11
20897,31MAR2021,ALL,Other Sensory/Speech,35 to 44,ALL,11
20898,31MAR2021,ALL,Other Sensory/Speech,35 to 44,Capacity Building,11
20899,31MAR2021,ALL,Other Sensory/Speech,35 to 44,Capital,11
20900,31MAR2021,ALL,Other Sensory/Speech,35 to 44,Core,11
20901,31MAR2021,ALL,Other Sensory/Speech,45 to 54,ALL,11
20902,31MAR2021,ALL,Other Sensory/Speech,45 to 54,Capacity Building,11
20904,31MAR2021,ALL,Other Sensory/Speech,45 to 54,Core,11
20905,31MAR2021,ALL,Other Sensory/Speech,55 to 64,ALL,11
20906,31MAR2021,ALL,Other Sensory/Speech,55 to 64,Capacity Building,11
20907,31MAR2021,ALL,Other Sensory/Speech,55 to 64,Capital,11
20908,31MAR2021,ALL,Other Sensory/Speech,55 to 64,Core,11
20913,31MAR2021,ALL,Other Sensory/Speech,7 to 14,ALL,92
20914,31MAR2021,ALL,Other Sensory/Speech,7 to 14,Capacity Building,90
20915,31MAR2021,ALL,Other Sensory/Speech,7 to 14,Capital,12
20916,31MAR2021,ALL,Other Sensory/Speech,7 to 14,Core,37
20917,31MAR2021,ALL,Other Sensory/Speech,ALL,ALL,124
20918,31MAR2021,ALL,Other Sensory/Speech,ALL,Capacity Building,121
20919,31MAR2021,ALL,Other Sensory/Speech,ALL,Capital,21
20920,31MAR2021,ALL,Other Sensory/Speech,ALL,Core,59
20925,31MAR2021,ALL,Psychosocial disability,15 to 18,ALL,20
20926,31MAR2021,ALL,Psychosocial disability,15 to 18,Capacity Building,20
20927,31MAR2021,ALL,Psychosocial disability,15 to 18,Capital,11
20928,31MAR2021,ALL,Psychosocial disability,15 to 18,Core,18
20929,31MAR2021,ALL,Psychosocial disability,19 to 24,ALL,119
20930,31MAR2021,ALL,Psychosocial disability,19 to 24,Capacity Building,118
20931,31MAR2021,ALL,Psychosocial disability,19 to 24,Capital,11
20932,31MAR2021,ALL,Psychosocial disability,19 to 24,Core,113
20933,31MAR2021,ALL,Psychosocial disability,25 to 34,ALL,589
20934,31MAR2021,ALL,Psychosocial disability,25 to 34,Capacity Building,579
20935,31MAR2021,ALL,Psychosocial disability,25 to 34,Capital,11
20936,31MAR2021,ALL,Psychosocial disability,25 to 34,Core,568
20937,31MAR2021,ALL,Psychosocial disability,35 to 44,ALL,851
20938,31MAR2021,ALL,Psychosocial disability,35 to 44,Capacity Building,831
20939,31MAR2021,ALL,Psychosocial disability,35 to 44,Capital,36
20940,31MAR2021,ALL,Psychosocial disability,35 to 44,Core,823
20941,31MAR2021,ALL,Psychosocial disability,45 to 54,ALL,975
20942,31MAR2021,ALL,Psychosocial disability,45 to 54,Capacity Building,946
20943,31MAR2021,ALL,Psychosocial disability,45 to 54,Capital,75
20944,31MAR2021,ALL,Psychosocial disability,45 to 54,Core,953
20945,31MAR2021,ALL,Psychosocial disability,55 to 64,ALL,913
20946,31MAR2021,ALL,Psychosocial disability,55 to 64,Capacity Building,887
20947,31MAR2021,ALL,Psychosocial disability,55 to 64,Capital,108
20948,31MAR2021,ALL,Psychosocial disability,55 to 64,Core,907
20949,31MAR2021,ALL,Psychosocial disability,65+,ALL,168
20950,31MAR2021,ALL,Psychosocial disability,65+,Capacity Building,161
20951,31MAR2021,ALL,Psychosocial disability,65+,Capital,26
20952,31MAR2021,ALL,Psychosocial disability,65+,Core,164
20953,31MAR2021,ALL,Psychosocial disability,7 to 14,ALL,21
20954,31MAR2021,ALL,Psychosocial disability,7 to 14,Capacity Building,21
20956,31MAR2021,ALL,Psychosocial disability,7 to 14,Core,12
20957,31MAR2021,ALL,Psychosocial disability,ALL,ALL,3656
20958,31MAR2021,ALL,Psychosocial disability,ALL,Capacity Building,3563
20959,31MAR2021,ALL,Psychosocial disability,ALL,Capital,264
20960,31MAR2021,ALL,Psychosocial disability,ALL,Core,3558
20961,31MAR2021,ALL,Spinal Cord Injury,0 to 6,ALL,11
20962,31MAR2021,ALL,Spinal Cord Injury,0 to 6,Capacity Building,11
20963,31MAR2021,ALL,Spinal Cord Injury,0 to 6,Capital,11
20964,31MAR2021,ALL,Spinal Cord Injury,0 to 6,Core,11
20965,31MAR2021,ALL,Spinal Cord Injury,15 to 18,ALL,11
20966,31MAR2021,ALL,Spinal Cord Injury,15 to 18,Capacity Building,11
20967,31MAR2021,ALL,Spinal Cord Injury,15 to 18,Capital,11
20968,31MAR2021,ALL,Spinal Cord Injury,15 to 18,Core,11
20969,31MAR2021,ALL,Spinal Cord Injury,19 to 24,ALL,20
20970,31MAR2021,ALL,Spinal Cord Injury,19 to 24,Capacity Building,20
20971,31MAR2021,ALL,Spinal Cord Injury,19 to 24,Capital,18
20972,31MAR2021,ALL,Spinal Cord Injury,19 to 24,Core,19
20973,31MAR2021,ALL,Spinal Cord Injury,25 to 34,ALL,58
20974,31MAR2021,ALL,Spinal Cord Injury,25 to 34,Capacity Building,58
20975,31MAR2021,ALL,Spinal Cord Injury,25 to 34,Capital,56
20976,31MAR2021,ALL,Spinal Cord Injury,25 to 34,Core,57
20977,31MAR2021,ALL,Spinal Cord Injury,35 to 44,ALL,110
20978,31MAR2021,ALL,Spinal Cord Injury,35 to 44,Capacity Building,110
20979,31MAR2021,ALL,Spinal Cord Injury,35 to 44,Capital,108
20980,31MAR2021,ALL,Spinal Cord Injury,35 to 44,Core,110
20981,31MAR2021,ALL,Spinal Cord Injury,45 to 54,ALL,144
20982,31MAR2021,ALL,Spinal Cord Injury,45 to 54,Capacity Building,144
20983,31MAR2021,ALL,Spinal Cord Injury,45 to 54,Capital,141
20984,31MAR2021,ALL,Spinal Cord Injury,45 to 54,Core,143
20985,31MAR2021,ALL,Spinal Cord Injury,55 to 64,ALL,174
20986,31MAR2021,ALL,Spinal Cord Injury,55 to 64,Capacity Building,172
20987,31MAR2021,ALL,Spinal Cord Injury,55 to 64,Capital,167
20988,31MAR2021,ALL,Spinal Cord Injury,55 to 64,Core,174
20989,31MAR2021,ALL,Spinal Cord Injury,65+,ALL,48
20990,31MAR2021,ALL,Spinal Cord Injury,65+,Capacity Building,48
20991,31MAR2021,ALL,Spinal Cord Injury,65+,Capital,48
20992,31MAR2021,ALL,Spinal Cord Injury,65+,Core,48
20993,31MAR2021,ALL,Spinal Cord Injury,7 to 14,ALL,11
20994,31MAR2021,ALL,Spinal Cord Injury,7 to 14,Capacity Building,11
20995,31MAR2021,ALL,Spinal Cord Injury,7 to 14,Capital,11
20996,31MAR2021,ALL,Spinal Cord Injury,7 to 14,Core,11
20997,31MAR2021,ALL,Spinal Cord Injury,ALL,ALL,567
20998,31MAR2021,ALL,Spinal Cord Injury,ALL,Capacity Building,565
20999,31MAR2021,ALL,Spinal Cord Injury,ALL,Capital,549
21000,31MAR2021,ALL,Spinal Cord Injury,ALL,Core,564
21005,31MAR2021,ALL,Stroke,15 to 18,ALL,11
21006,31MAR2021,ALL,Stroke,15 to 18,Capacity Building,11
21007,31MAR2021,ALL,Stroke,15 to 18,Capital,11
21008,31MAR2021,ALL,Stroke,15 to 18,Core,11
21009,31MAR2021,ALL,Stroke,19 to 24,ALL,11
21010,31MAR2021,ALL,Stroke,19 to 24,Capacity Building,11
21011,31MAR2021,ALL,Stroke,19 to 24,Capital,11
21012,31MAR2021,ALL,Stroke,19 to 24,Core,11
21013,31MAR2021,ALL,Stroke,25 to 34,ALL,11
21014,31MAR2021,ALL,Stroke,25 to 34,Capacity Building,11
21015,31MAR2021,ALL,Stroke,25 to 34,Capital,11
21016,31MAR2021,ALL,Stroke,25 to 34,Core,11
21017,31MAR2021,ALL,Stroke,35 to 44,ALL,39
21018,31MAR2021,ALL,Stroke,35 to 44,Capacity Building,39
21019,31MAR2021,ALL,Stroke,35 to 44,Capital,30
21020,31MAR2021,ALL,Stroke,35 to 44,Core,39
21021,31MAR2021,ALL,Stroke,45 to 54,ALL,125
21022,31MAR2021,ALL,Stroke,45 to 54,Capacity Building,125
21023,31MAR2021,ALL,Stroke,45 to 54,Capital,91
21024,31MAR2021,ALL,Stroke,45 to 54,Core,124
21025,31MAR2021,ALL,Stroke,55 to 64,ALL,256
21026,31MAR2021,ALL,Stroke,55 to 64,Capacity Building,255
21027,31MAR2021,ALL,Stroke,55 to 64,Capital,196
21028,31MAR2021,ALL,Stroke,55 to 64,Core,255
21029,31MAR2021,ALL,Stroke,65+,ALL,71
21030,31MAR2021,ALL,Stroke,65+,Capacity Building,69
21031,31MAR2021,ALL,Stroke,65+,Capital,52
21032,31MAR2021,ALL,Stroke,65+,Core,70
21033,31MAR2021,ALL,Stroke,7 to 14,ALL,11
21034,31MAR2021,ALL,Stroke,7 to 14,Capacity Building,11
21035,31MAR2021,ALL,Stroke,7 to 14,Capital,11
21036,31MAR2021,ALL,Stroke,7 to 14,Core,11
21037,31MAR2021,ALL,Stroke,ALL,ALL,512
21038,31MAR2021,ALL,Stroke,ALL,Capacity Building,509
21039,31MAR2021,ALL,Stroke,ALL,Capital,382
21040,31MAR2021,ALL,Stroke,ALL,Core,507
21041,31MAR2021,ALL,Visual Impairment,0 to 6,ALL,24
21042,31MAR2021,ALL,Visual Impairment,0 to 6,Capacity Building,24
21043,31MAR2021,ALL,Visual Impairment,0 to 6,Capital,11
21044,31MAR2021,ALL,Visual Impairment,0 to 6,Core,23
21045,31MAR2021,ALL,Visual Impairment,15 to 18,ALL,32
21046,31MAR2021,ALL,Visual Impairment,15 to 18,Capacity Building,32
21047,31MAR2021,ALL,Visual Impairment,15 to 18,Capital,13
21048,31MAR2021,ALL,Visual Impairment,15 to 18,Core,32
21049,31MAR2021,ALL,Visual Impairment,19 to 24,ALL,43
21050,31MAR2021,ALL,Visual Impairment,19 to 24,Capacity Building,39
21051,31MAR2021,ALL,Visual Impairment,19 to 24,Capital,14
21052,31MAR2021,ALL,Visual Impairment,19 to 24,Core,43
21053,31MAR2021,ALL,Visual Impairment,25 to 34,ALL,71
21054,31MAR2021,ALL,Visual Impairment,25 to 34,Capacity Building,69
21055,31MAR2021,ALL,Visual Impairment,25 to 34,Capital,31
21056,31MAR2021,ALL,Visual Impairment,25 to 34,Core,71
21057,31MAR2021,ALL,Visual Impairment,35 to 44,ALL,74
21058,31MAR2021,ALL,Visual Impairment,35 to 44,Capacity Building,71
21059,31MAR2021,ALL,Visual Impairment,35 to 44,Capital,41
21060,31MAR2021,ALL,Visual Impairment,35 to 44,Core,74
21061,31MAR2021,ALL,Visual Impairment,45 to 54,ALL,123
21062,31MAR2021,ALL,Visual Impairment,45 to 54,Capacity Building,122
21063,31MAR2021,ALL,Visual Impairment,45 to 54,Capital,68
21064,31MAR2021,ALL,Visual Impairment,45 to 54,Core,122
21065,31MAR2021,ALL,Visual Impairment,55 to 64,ALL,198
21066,31MAR2021,ALL,Visual Impairment,55 to 64,Capacity Building,196
21067,31MAR2021,ALL,Visual Impairment,55 to 64,Capital,100
21068,31MAR2021,ALL,Visual Impairment,55 to 64,Core,196
21069,31MAR2021,ALL,Visual Impairment,65+,ALL,55
21070,31MAR2021,ALL,Visual Impairment,65+,Capacity Building,54
21071,31MAR2021,ALL,Visual Impairment,65+,Capital,30
21072,31MAR2021,ALL,Visual Impairment,65+,Core,55
21073,31MAR2021,ALL,Visual Impairment,7 to 14,ALL,76
21074,31MAR2021,ALL,Visual Impairment,7 to 14,Capacity Building,74
21075,31MAR2021,ALL,Visual Impairment,7 to 14,Capital,37
21076,31MAR2021,ALL,Visual Impairment,7 to 14,Core,72
21077,31MAR2021,ALL,Visual Impairment,ALL,ALL,696
21078,31MAR2021,ALL,Visual Impairment,ALL,Capacity Building,681
21079,31MAR2021,ALL,Visual Impairment,ALL,Capital,344
21080,31MAR2021,ALL,Visual Impairment,ALL,Core,688
21081,31MAR2021,Central North Metro,ABI,0 to 6,ALL,11
21082,31MAR2021,Central North Metro,ABI,0 to 6,Capacity Building,11
21083,31MAR2021,Central North Metro,ABI,0 to 6,Capital,11
21084,31MAR2021,Central North Metro,ABI,0 to 6,Core,11
21085,31MAR2021,Central North Metro,ABI,15 to 18,ALL,11
21086,31MAR2021,Central North Metro,ABI,15 to 18,Capacity Building,11
21088,31MAR2021,Central North Metro,ABI,15 to 18,Core,11
21089,31MAR2021,Central North Metro,ABI,19 to 24,ALL,11
21090,31MAR2021,Central North Metro,ABI,19 to 24,Capacity Building,11
21091,31MAR2021,Central North Metro,ABI,19 to 24,Capital,11
21092,31MAR2021,Central North Metro,ABI,19 to 24,Core,11
21093,31MAR2021,Central North Metro,ABI,25 to 34,ALL,17
21094,31MAR2021,Central North Metro,ABI,25 to 34,Capacity Building,15
21095,31MAR2021,Central North Metro,ABI,25 to 34,Capital,11
21096,31MAR2021,Central North Metro,ABI,25 to 34,Core,15
21097,31MAR2021,Central North Metro,ABI,35 to 44,ALL,19
21098,31MAR2021,Central North Metro,ABI,35 to 44,Capacity Building,21
21099,31MAR2021,Central North Metro,ABI,35 to 44,Capital,13
21100,31MAR2021,Central North Metro,ABI,35 to 44,Core,14
21101,31MAR2021,Central North Metro,ABI,45 to 54,ALL,48
21102,31MAR2021,Central North Metro,ABI,45 to 54,Capacity Building,46
21103,31MAR2021,Central North Metro,ABI,45 to 54,Capital,22
21104,31MAR2021,Central North Metro,ABI,45 to 54,Core,45
21105,31MAR2021,Central North Metro,ABI,55 to 64,ALL,53
21106,31MAR2021,Central North Metro,ABI,55 to 64,Capacity Building,53
21107,31MAR2021,Central North Metro,ABI,55 to 64,Capital,33
21108,31MAR2021,Central North Metro,ABI,55 to 64,Core,50
21109,31MAR2021,Central North Metro,ABI,65+,ALL,16
21110,31MAR2021,Central North Metro,ABI,65+,Capacity Building,16
21111,31MAR2021,Central North Metro,ABI,65+,Capital,12
21112,31MAR2021,Central North Metro,ABI,65+,Core,16
21113,31MAR2021,Central North Metro,ABI,7 to 14,ALL,11
21114,31MAR2021,Central North Metro,ABI,7 to 14,Capacity Building,11
21115,31MAR2021,Central North Metro,ABI,7 to 14,Capital,11
21116,31MAR2021,Central North Metro,ABI,7 to 14,Core,11
21117,31MAR2021,Central North Metro,ABI,ALL,ALL,164
21118,31MAR2021,Central North Metro,ABI,ALL,Capacity Building,164
21119,31MAR2021,Central North Metro,ABI,ALL,Capital,90
21120,31MAR2021,Central North Metro,ABI,ALL,Core,164
21121,31MAR2021,Central North Metro,ALL,0 to 6,ALL,405
21122,31MAR2021,Central North Metro,ALL,0 to 6,Capacity Building,405
21123,31MAR2021,Central North Metro,ALL,0 to 6,Capital,135
21124,31MAR2021,Central North Metro,ALL,0 to 6,Core,326
21125,31MAR2021,Central North Metro,ALL,15 to 18,ALL,295
21126,31MAR2021,Central North Metro,ALL,15 to 18,Capacity Building,293
21127,31MAR2021,Central North Metro,ALL,15 to 18,Capital,73
21128,31MAR2021,Central North Metro,ALL,15 to 18,Core,242
21129,31MAR2021,Central North Metro,ALL,19 to 24,ALL,359
21130,31MAR2021,Central North Metro,ALL,19 to 24,Capacity Building,351
21131,31MAR2021,Central North Metro,ALL,19 to 24,Capital,100
21132,31MAR2021,Central North Metro,ALL,19 to 24,Core,343
21133,31MAR2021,Central North Metro,ALL,25 to 34,ALL,523
21134,31MAR2021,Central North Metro,ALL,25 to 34,Capacity Building,520
21135,31MAR2021,Central North Metro,ALL,25 to 34,Capital,147
21136,31MAR2021,Central North Metro,ALL,25 to 34,Core,506
21137,31MAR2021,Central North Metro,ALL,35 to 44,ALL,473
21138,31MAR2021,Central North Metro,ALL,35 to 44,Capacity Building,469
21139,31MAR2021,Central North Metro,ALL,35 to 44,Capital,156
21140,31MAR2021,Central North Metro,ALL,35 to 44,Core,467
21141,31MAR2021,Central North Metro,ALL,45 to 54,ALL,615
21142,31MAR2021,Central North Metro,ALL,45 to 54,Capacity Building,610
21143,31MAR2021,Central North Metro,ALL,45 to 54,Capital,275
21144,31MAR2021,Central North Metro,ALL,45 to 54,Core,603
21145,31MAR2021,Central North Metro,ALL,55 to 64,ALL,724
