Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,Utlstn,PrvdrCnt
29191,31MAR2021,South Metro,Stroke,65+,Capital,15,
29192,31MAR2021,South Metro,Stroke,65+,Core,44,
28593,31MAR2021,South Metro,ABI,7 to 14,ALL,76,
28594,31MAR2021,South Metro,ABI,7 to 14,Capacity Building,61,
28595,31MAR2021,South Metro,ABI,7 to 14,Capital,57,
28596,31MAR2021,South Metro,ABI,7 to 14,Core,87,
28633,31MAR2021,South Metro,ALL,7 to 14,ALL,62,
28634,31MAR2021,South Metro,ALL,7 to 14,Capacity Building,60,
28635,31MAR2021,South Metro,ALL,7 to 14,Capital,37,
28636,31MAR2021,South Metro,ALL,7 to 14,Core,69,
28673,31MAR2021,South Metro,Autism,7 to 14,ALL,61,
28674,31MAR2021,South Metro,Autism,7 to 14,Capacity Building,60,
28675,31MAR2021,South Metro,Autism,7 to 14,Capital,31,
28676,31MAR2021,South Metro,Autism,7 to 14,Core,67,
28713,31MAR2021,South Metro,Cerebral Palsy,7 to 14,ALL,66,
28714,31MAR2021,South Metro,Cerebral Palsy,7 to 14,Capacity Building,67,
28715,31MAR2021,South Metro,Cerebral Palsy,7 to 14,Capital,51,
28716,31MAR2021,South Metro,Cerebral Palsy,7 to 14,Core,71,
28753,31MAR2021,South Metro,Developmental delay,7 to 14,ALL,54,
28754,31MAR2021,South Metro,Developmental delay,7 to 14,Capacity Building,49,
28756,31MAR2021,South Metro,Developmental delay,7 to 14,Core,76,
28793,31MAR2021,South Metro,Global developmental delay,7 to 14,ALL,65,
28794,31MAR2021,South Metro,Global developmental delay,7 to 14,Capacity Building,68,
28795,31MAR2021,South Metro,Global developmental delay,7 to 14,Capital,3,
28796,31MAR2021,South Metro,Global developmental delay,7 to 14,Core,71,
28833,31MAR2021,South Metro,Hearing Impairment,7 to 14,ALL,44,
28834,31MAR2021,South Metro,Hearing Impairment,7 to 14,Capacity Building,41,
28835,31MAR2021,South Metro,Hearing Impairment,7 to 14,Capital,15,
28836,31MAR2021,South Metro,Hearing Impairment,7 to 14,Core,57,
28873,31MAR2021,South Metro,Intellectual Disability,7 to 14,ALL,63,
28874,31MAR2021,South Metro,Intellectual Disability,7 to 14,Capacity Building,59,
28875,31MAR2021,South Metro,Intellectual Disability,7 to 14,Capital,32,
28876,31MAR2021,South Metro,Intellectual Disability,7 to 14,Core,71,
28993,31MAR2021,South Metro,Other Neurological,7 to 14,ALL,60,
28994,31MAR2021,South Metro,Other Neurological,7 to 14,Capacity Building,67,
28995,31MAR2021,South Metro,Other Neurological,7 to 14,Capital,36,
28996,31MAR2021,South Metro,Other Neurological,7 to 14,Core,73,
29033,31MAR2021,South Metro,Other Physical,7 to 14,ALL,62,
29034,31MAR2021,South Metro,Other Physical,7 to 14,Capacity Building,61,
29035,31MAR2021,South Metro,Other Physical,7 to 14,Capital,41,
29036,31MAR2021,South Metro,Other Physical,7 to 14,Core,75,
28597,31MAR2021,South Metro,ABI,ALL,ALL,76,
28598,31MAR2021,South Metro,ABI,ALL,Capacity Building,61,
28599,31MAR2021,South Metro,ABI,ALL,Capital,34,
28600,31MAR2021,South Metro,ABI,ALL,Core,80,
28637,31MAR2021,South Metro,ALL,ALL,ALL,68,
28638,31MAR2021,South Metro,ALL,ALL,Capacity Building,56,
28639,31MAR2021,South Metro,ALL,ALL,Capital,42,
28640,31MAR2021,South Metro,ALL,ALL,Core,75,
28677,31MAR2021,South Metro,Autism,ALL,ALL,63,
28678,31MAR2021,South Metro,Autism,ALL,Capacity Building,55,
28679,31MAR2021,South Metro,Autism,ALL,Capital,22,
28680,31MAR2021,South Metro,Autism,ALL,Core,72,
28717,31MAR2021,South Metro,Cerebral Palsy,ALL,ALL,73,
28718,31MAR2021,South Metro,Cerebral Palsy,ALL,Capacity Building,63,
28719,31MAR2021,South Metro,Cerebral Palsy,ALL,Capital,41,
28720,31MAR2021,South Metro,Cerebral Palsy,ALL,Core,82,
28757,31MAR2021,South Metro,Developmental delay,ALL,ALL,47,
28758,31MAR2021,South Metro,Developmental delay,ALL,Capacity Building,47,
28759,31MAR2021,South Metro,Developmental delay,ALL,Capital,22,
28760,31MAR2021,South Metro,Developmental delay,ALL,Core,65,
28797,31MAR2021,South Metro,Global developmental delay,ALL,ALL,60,
28798,31MAR2021,South Metro,Global developmental delay,ALL,Capacity Building,60,
28799,31MAR2021,South Metro,Global developmental delay,ALL,Capital,28,
28800,31MAR2021,South Metro,Global developmental delay,ALL,Core,70,
28837,31MAR2021,South Metro,Hearing Impairment,ALL,ALL,40,
28838,31MAR2021,South Metro,Hearing Impairment,ALL,Capacity Building,31,
28839,31MAR2021,South Metro,Hearing Impairment,ALL,Capital,74,
28840,31MAR2021,South Metro,Hearing Impairment,ALL,Core,43,
28877,31MAR2021,South Metro,Intellectual Disability,ALL,ALL,74,
28878,31MAR2021,South Metro,Intellectual Disability,ALL,Capacity Building,55,
28879,31MAR2021,South Metro,Intellectual Disability,ALL,Capital,27,
28880,31MAR2021,South Metro,Intellectual Disability,ALL,Core,80,
28917,31MAR2021,South Metro,Multiple Sclerosis,ALL,ALL,64,
28918,31MAR2021,South Metro,Multiple Sclerosis,ALL,Capacity Building,56,
28919,31MAR2021,South Metro,Multiple Sclerosis,ALL,Capital,49,
28920,31MAR2021,South Metro,Multiple Sclerosis,ALL,Core,70,
28957,31MAR2021,South Metro,Other,ALL,ALL,44,
28958,31MAR2021,South Metro,Other,ALL,Capacity Building,49,
28959,31MAR2021,South Metro,Other,ALL,Capital,27,
28960,31MAR2021,South Metro,Other,ALL,Core,45,
28997,31MAR2021,South Metro,Other Neurological,ALL,ALL,68,
28998,31MAR2021,South Metro,Other Neurological,ALL,Capacity Building,62,
28999,31MAR2021,South Metro,Other Neurological,ALL,Capital,44,
29000,31MAR2021,South Metro,Other Neurological,ALL,Core,73,
29037,31MAR2021,South Metro,Other Physical,ALL,ALL,58,
29038,31MAR2021,South Metro,Other Physical,ALL,Capacity Building,58,
29039,31MAR2021,South Metro,Other Physical,ALL,Capital,48,
29040,31MAR2021,South Metro,Other Physical,ALL,Core,63,
29117,31MAR2021,South Metro,Psychosocial disability,ALL,ALL,64,
29118,31MAR2021,South Metro,Psychosocial disability,ALL,Capacity Building,51,
29119,31MAR2021,South Metro,Psychosocial disability,ALL,Capital,65,
29120,31MAR2021,South Metro,Psychosocial disability,ALL,Core,65,
29157,31MAR2021,South Metro,Spinal Cord Injury,ALL,ALL,72,
29158,31MAR2021,South Metro,Spinal Cord Injury,ALL,Capacity Building,56,
29159,31MAR2021,South Metro,Spinal Cord Injury,ALL,Capital,67,
29160,31MAR2021,South Metro,Spinal Cord Injury,ALL,Core,76,
29197,31MAR2021,South Metro,Stroke,ALL,ALL,56,
29198,31MAR2021,South Metro,Stroke,ALL,Capacity Building,66,
29199,31MAR2021,South Metro,Stroke,ALL,Capital,23,
29200,31MAR2021,South Metro,Stroke,ALL,Core,58,
29237,31MAR2021,South Metro,Visual Impairment,ALL,ALL,66,
29238,31MAR2021,South Metro,Visual Impairment,ALL,Capacity Building,57,
29239,31MAR2021,South Metro,Visual Impairment,ALL,Capital,75,
29240,31MAR2021,South Metro,Visual Impairment,ALL,Core,69,
29281,31MAR2021,South West,ALL,0 to 6,ALL,54,
29282,31MAR2021,South West,ALL,0 to 6,Capacity Building,56,
29283,31MAR2021,South West,ALL,0 to 6,Capital,30,
29284,31MAR2021,South West,ALL,0 to 6,Core,63,
29321,31MAR2021,South West,Autism,0 to 6,ALL,57,
29322,31MAR2021,South West,Autism,0 to 6,Capacity Building,57,
29323,31MAR2021,South West,Autism,0 to 6,Capital,8,
29324,31MAR2021,South West,Autism,0 to 6,Core,68,
29361,31MAR2021,South West,Cerebral Palsy,0 to 6,ALL,56,
29362,31MAR2021,South West,Cerebral Palsy,0 to 6,Capacity Building,69,
29363,31MAR2021,South West,Cerebral Palsy,0 to 6,Capital,24,
29364,31MAR2021,South West,Cerebral Palsy,0 to 6,Core,73,
29401,31MAR2021,South West,Developmental delay,0 to 6,ALL,44,
29402,31MAR2021,South West,Developmental delay,0 to 6,Capacity Building,41,
29404,31MAR2021,South West,Developmental delay,0 to 6,Core,65,
29441,31MAR2021,South West,Global developmental delay,0 to 6,ALL,63,
29442,31MAR2021,South West,Global developmental delay,0 to 6,Capacity Building,66,
29443,31MAR2021,South West,Global developmental delay,0 to 6,Capital,30,
29444,31MAR2021,South West,Global developmental delay,0 to 6,Core,63,
29481,31MAR2021,South West,Hearing Impairment,0 to 6,ALL,21,
29482,31MAR2021,South West,Hearing Impairment,0 to 6,Capacity Building,24,
29483,31MAR2021,South West,Hearing Impairment,0 to 6,Capital,0,
29484,31MAR2021,South West,Hearing Impairment,0 to 6,Core,5,
29521,31MAR2021,South West,Intellectual Disability,0 to 6,ALL,56,
29522,31MAR2021,South West,Intellectual Disability,0 to 6,Capacity Building,61,
29523,31MAR2021,South West,Intellectual Disability,0 to 6,Capital,40,
29524,31MAR2021,South West,Intellectual Disability,0 to 6,Core,56,
29285,31MAR2021,South West,ALL,15 to 18,ALL,57,
29286,31MAR2021,South West,ALL,15 to 18,Capacity Building,44,
29287,31MAR2021,South West,ALL,15 to 18,Capital,39,
29288,31MAR2021,South West,ALL,15 to 18,Core,67,
29325,31MAR2021,South West,Autism,15 to 18,ALL,60,
29326,31MAR2021,South West,Autism,15 to 18,Capacity Building,45,
29328,31MAR2021,South West,Autism,15 to 18,Core,71,
29365,31MAR2021,South West,Cerebral Palsy,15 to 18,ALL,52,
29366,31MAR2021,South West,Cerebral Palsy,15 to 18,Capacity Building,62,
29485,31MAR2021,South West,Hearing Impairment,15 to 18,ALL,34,
29488,31MAR2021,South West,Hearing Impairment,15 to 18,Core,87,
29525,31MAR2021,South West,Intellectual Disability,15 to 18,ALL,58,
29526,31MAR2021,South West,Intellectual Disability,15 to 18,Capacity Building,44,
29527,31MAR2021,South West,Intellectual Disability,15 to 18,Capital,26,
29528,31MAR2021,South West,Intellectual Disability,15 to 18,Core,68,
29289,31MAR2021,South West,ALL,19 to 24,ALL,74,
29290,31MAR2021,South West,ALL,19 to 24,Capacity Building,50,
29291,31MAR2021,South West,ALL,19 to 24,Capital,29,
29292,31MAR2021,South West,ALL,19 to 24,Core,82,
29329,31MAR2021,South West,Autism,19 to 24,ALL,74,
29330,31MAR2021,South West,Autism,19 to 24,Capacity Building,47,
29332,31MAR2021,South West,Autism,19 to 24,Core,84,
29529,31MAR2021,South West,Intellectual Disability,19 to 24,ALL,76,
29530,31MAR2021,South West,Intellectual Disability,19 to 24,Capacity Building,52,
29531,31MAR2021,South West,Intellectual Disability,19 to 24,Capital,23,
29532,31MAR2021,South West,Intellectual Disability,19 to 24,Core,83,
29293,31MAR2021,South West,ALL,25 to 34,ALL,73,
29294,31MAR2021,South West,ALL,25 to 34,Capacity Building,52,
29295,31MAR2021,South West,ALL,25 to 34,Capital,37,
29296,31MAR2021,South West,ALL,25 to 34,Core,79,
29333,31MAR2021,South West,Autism,25 to 34,ALL,68,
29334,31MAR2021,South West,Autism,25 to 34,Capacity Building,44,
29336,31MAR2021,South West,Autism,25 to 34,Core,74,
29373,31MAR2021,South West,Cerebral Palsy,25 to 34,ALL,74,
29374,31MAR2021,South West,Cerebral Palsy,25 to 34,Capacity Building,49,
29375,31MAR2021,South West,Cerebral Palsy,25 to 34,Capital,18,
29376,31MAR2021,South West,Cerebral Palsy,25 to 34,Core,87,
29533,31MAR2021,South West,Intellectual Disability,25 to 34,ALL,77,
29534,31MAR2021,South West,Intellectual Disability,25 to 34,Capacity Building,56,
29535,31MAR2021,South West,Intellectual Disability,25 to 34,Capital,27,
29536,31MAR2021,South West,Intellectual Disability,25 to 34,Core,82,
29693,31MAR2021,South West,Other Physical,25 to 34,ALL,67,
29694,31MAR2021,South West,Other Physical,25 to 34,Capacity Building,51,
29695,31MAR2021,South West,Other Physical,25 to 34,Capital,29,
29696,31MAR2021,South West,Other Physical,25 to 34,Core,93,
29773,31MAR2021,South West,Psychosocial disability,25 to 34,ALL,55,
29774,31MAR2021,South West,Psychosocial disability,25 to 34,Capacity Building,42,
29776,31MAR2021,South West,Psychosocial disability,25 to 34,Core,58,
29893,31MAR2021,South West,Visual Impairment,25 to 34,ALL,77,
29894,31MAR2021,South West,Visual Impairment,25 to 34,Capacity Building,35,
29896,31MAR2021,South West,Visual Impairment,25 to 34,Core,86,
29297,31MAR2021,South West,ALL,35 to 44,ALL,73,
29298,31MAR2021,South West,ALL,35 to 44,Capacity Building,53,
29299,31MAR2021,South West,ALL,35 to 44,Capital,32,
29300,31MAR2021,South West,ALL,35 to 44,Core,80,
29337,31MAR2021,South West,Autism,35 to 44,ALL,84,
29338,31MAR2021,South West,Autism,35 to 44,Capacity Building,69,
29340,31MAR2021,South West,Autism,35 to 44,Core,87,
29377,31MAR2021,South West,Cerebral Palsy,35 to 44,ALL,79,
29378,31MAR2021,South West,Cerebral Palsy,35 to 44,Capacity Building,66,
29379,31MAR2021,South West,Cerebral Palsy,35 to 44,Capital,35,
29380,31MAR2021,South West,Cerebral Palsy,35 to 44,Core,88,
29537,31MAR2021,South West,Intellectual Disability,35 to 44,ALL,77,
29538,31MAR2021,South West,Intellectual Disability,35 to 44,Capacity Building,58,
29539,31MAR2021,South West,Intellectual Disability,35 to 44,Capital,36,
29540,31MAR2021,South West,Intellectual Disability,35 to 44,Core,82,
29657,31MAR2021,South West,Other Neurological,35 to 44,ALL,78,
29658,31MAR2021,South West,Other Neurological,35 to 44,Capacity Building,51,
29659,31MAR2021,South West,Other Neurological,35 to 44,Capital,52,
29660,31MAR2021,South West,Other Neurological,35 to 44,Core,88,
29697,31MAR2021,South West,Other Physical,35 to 44,ALL,46,
29698,31MAR2021,South West,Other Physical,35 to 44,Capacity Building,53,
29699,31MAR2021,South West,Other Physical,35 to 44,Capital,26,
29700,31MAR2021,South West,Other Physical,35 to 44,Core,51,
29777,31MAR2021,South West,Psychosocial disability,35 to 44,ALL,52,
29778,31MAR2021,South West,Psychosocial disability,35 to 44,Capacity Building,42,
29780,31MAR2021,South West,Psychosocial disability,35 to 44,Core,55,
29261,31MAR2021,South West,ABI,45 to 54,ALL,50,
29262,31MAR2021,South West,ABI,45 to 54,Capacity Building,54,
29263,31MAR2021,South West,ABI,45 to 54,Capital,72,
29264,31MAR2021,South West,ABI,45 to 54,Core,48,
29301,31MAR2021,South West,ALL,45 to 54,ALL,66,
29302,31MAR2021,South West,ALL,45 to 54,Capacity Building,46,
29303,31MAR2021,South West,ALL,45 to 54,Capital,31,
29304,31MAR2021,South West,ALL,45 to 54,Core,73,
29341,31MAR2021,South West,Autism,45 to 54,ALL,59,
29342,31MAR2021,South West,Autism,45 to 54,Capacity Building,34,
29344,31MAR2021,South West,Autism,45 to 54,Core,64,
29501,31MAR2021,South West,Hearing Impairment,45 to 54,ALL,44,
29502,31MAR2021,South West,Hearing Impairment,45 to 54,Capacity Building,37,
29504,31MAR2021,South West,Hearing Impairment,45 to 54,Core,59,
29541,31MAR2021,South West,Intellectual Disability,45 to 54,ALL,82,
29542,31MAR2021,South West,Intellectual Disability,45 to 54,Capacity Building,41,
29543,31MAR2021,South West,Intellectual Disability,45 to 54,Capital,12,
29544,31MAR2021,South West,Intellectual Disability,45 to 54,Core,88,
29581,31MAR2021,South West,Multiple Sclerosis,45 to 54,ALL,53,
29582,31MAR2021,South West,Multiple Sclerosis,45 to 54,Capacity Building,47,
29583,31MAR2021,South West,Multiple Sclerosis,45 to 54,Capital,17,
29584,31MAR2021,South West,Multiple Sclerosis,45 to 54,Core,64,
29661,31MAR2021,South West,Other Neurological,45 to 54,ALL,56,
29662,31MAR2021,South West,Other Neurological,45 to 54,Capacity Building,48,
29663,31MAR2021,South West,Other Neurological,45 to 54,Capital,46,
29664,31MAR2021,South West,Other Neurological,45 to 54,Core,59,
29701,31MAR2021,South West,Other Physical,45 to 54,ALL,47,
29702,31MAR2021,South West,Other Physical,45 to 54,Capacity Building,50,
29703,31MAR2021,South West,Other Physical,45 to 54,Capital,23,
29704,31MAR2021,South West,Other Physical,45 to 54,Core,56,
29781,31MAR2021,South West,Psychosocial disability,45 to 54,ALL,53,
29782,31MAR2021,South West,Psychosocial disability,45 to 54,Capacity Building,41,
29784,31MAR2021,South West,Psychosocial disability,45 to 54,Core,57,
29821,31MAR2021,South West,Spinal Cord Injury,45 to 54,ALL,68,
29822,31MAR2021,South West,Spinal Cord Injury,45 to 54,Capacity Building,32,
29823,31MAR2021,South West,Spinal Cord Injury,45 to 54,Capital,62,
29824,31MAR2021,South West,Spinal Cord Injury,45 to 54,Core,77,
29861,31MAR2021,South West,Stroke,45 to 54,ALL,53,
29862,31MAR2021,South West,Stroke,45 to 54,Capacity Building,64,
29901,31MAR2021,South West,Visual Impairment,45 to 54,ALL,57,
29902,31MAR2021,South West,Visual Impairment,45 to 54,Capacity Building,63,
29904,31MAR2021,South West,Visual Impairment,45 to 54,Core,66,
29265,31MAR2021,South West,ABI,55 to 64,ALL,60,
29266,31MAR2021,South West,ABI,55 to 64,Capacity Building,61,
29267,31MAR2021,South West,ABI,55 to 64,Capital,10,
29268,31MAR2021,South West,ABI,55 to 64,Core,63,
29305,31MAR2021,South West,ALL,55 to 64,ALL,63,
29306,31MAR2021,South West,ALL,55 to 64,Capacity Building,52,
29307,31MAR2021,South West,ALL,55 to 64,Capital,50,
29308,31MAR2021,South West,ALL,55 to 64,Core,67,
29545,31MAR2021,South West,Intellectual Disability,55 to 64,ALL,76,
29546,31MAR2021,South West,Intellectual Disability,55 to 64,Capacity Building,42,
29547,31MAR2021,South West,Intellectual Disability,55 to 64,Capital,48,
29548,31MAR2021,South West,Intellectual Disability,55 to 64,Core,80,
29585,31MAR2021,South West,Multiple Sclerosis,55 to 64,ALL,64,
29586,31MAR2021,South West,Multiple Sclerosis,55 to 64,Capacity Building,52,
29587,31MAR2021,South West,Multiple Sclerosis,55 to 64,Capital,51,
29588,31MAR2021,South West,Multiple Sclerosis,55 to 64,Core,70,
29625,31MAR2021,South West,Other,55 to 64,ALL,46,
29626,31MAR2021,South West,Other,55 to 64,Capacity Building,46,
29665,31MAR2021,South West,Other Neurological,55 to 64,ALL,58,
29666,31MAR2021,South West,Other Neurological,55 to 64,Capacity Building,52,
29667,31MAR2021,South West,Other Neurological,55 to 64,Capital,68,
29668,31MAR2021,South West,Other Neurological,55 to 64,Core,58,
29705,31MAR2021,South West,Other Physical,55 to 64,ALL,55,
29706,31MAR2021,South West,Other Physical,55 to 64,Capacity Building,56,
29707,31MAR2021,South West,Other Physical,55 to 64,Capital,55,
29708,31MAR2021,South West,Other Physical,55 to 64,Core,54,
29785,31MAR2021,South West,Psychosocial disability,55 to 64,ALL,50,
29786,31MAR2021,South West,Psychosocial disability,55 to 64,Capacity Building,45,
29788,31MAR2021,South West,Psychosocial disability,55 to 64,Core,53,
29865,31MAR2021,South West,Stroke,55 to 64,ALL,51,
29866,31MAR2021,South West,Stroke,55 to 64,Capacity Building,62,
29867,31MAR2021,South West,Stroke,55 to 64,Capital,29,
29868,31MAR2021,South West,Stroke,55 to 64,Core,51,
29269,31MAR2021,South West,ABI,65+,ALL,71,
29270,31MAR2021,South West,ABI,65+,Capacity Building,55,
29272,31MAR2021,South West,ABI,65+,Core,79,
29309,31MAR2021,South West,ALL,65+,ALL,53,
29310,31MAR2021,South West,ALL,65+,Capacity Building,51,
29311,31MAR2021,South West,ALL,65+,Capital,42,
29312,31MAR2021,South West,ALL,65+,Core,55,
29549,31MAR2021,South West,Intellectual Disability,65+,ALL,59,
29550,31MAR2021,South West,Intellectual Disability,65+,Capacity Building,60,
29552,31MAR2021,South West,Intellectual Disability,65+,Core,60,
29669,31MAR2021,South West,Other Neurological,65+,ALL,50,
29670,31MAR2021,South West,Other Neurological,65+,Capacity Building,52,
29671,31MAR2021,South West,Other Neurological,65+,Capital,33,
29672,31MAR2021,South West,Other Neurological,65+,Core,51,
29709,31MAR2021,South West,Other Physical,65+,ALL,52,
29710,31MAR2021,South West,Other Physical,65+,Capacity Building,43,
29711,31MAR2021,South West,Other Physical,65+,Capital,55,
29712,31MAR2021,South West,Other Physical,65+,Core,54,
29789,31MAR2021,South West,Psychosocial disability,65+,ALL,49,
29790,31MAR2021,South West,Psychosocial disability,65+,Capacity Building,38,
29792,31MAR2021,South West,Psychosocial disability,65+,Core,50,
29313,31MAR2021,South West,ALL,7 to 14,ALL,58,
29314,31MAR2021,South West,ALL,7 to 14,Capacity Building,54,
29315,31MAR2021,South West,ALL,7 to 14,Capital,36,
29316,31MAR2021,South West,ALL,7 to 14,Core,70,
29353,31MAR2021,South West,Autism,7 to 14,ALL,59,
29354,31MAR2021,South West,Autism,7 to 14,Capacity Building,54,
29355,31MAR2021,South West,Autism,7 to 14,Capital,16,
29356,31MAR2021,South West,Autism,7 to 14,Core,70,
29393,31MAR2021,South West,Cerebral Palsy,7 to 14,ALL,64,
29394,31MAR2021,South West,Cerebral Palsy,7 to 14,Capacity Building,54,
29395,31MAR2021,South West,Cerebral Palsy,7 to 14,Capital,51,
29396,31MAR2021,South West,Cerebral Palsy,7 to 14,Core,82,
29433,31MAR2021,South West,Developmental delay,7 to 14,ALL,61,
29434,31MAR2021,South West,Developmental delay,7 to 14,Capacity Building,63,
29473,31MAR2021,South West,Global developmental delay,7 to 14,ALL,68,
29474,31MAR2021,South West,Global developmental delay,7 to 14,Capacity Building,57,
29513,31MAR2021,South West,Hearing Impairment,7 to 14,ALL,28,
29514,31MAR2021,South West,Hearing Impairment,7 to 14,Capacity Building,33,
29515,31MAR2021,South West,Hearing Impairment,7 to 14,Capital,23,
29516,31MAR2021,South West,Hearing Impairment,7 to 14,Core,19,
29553,31MAR2021,South West,Intellectual Disability,7 to 14,ALL,55,
29554,31MAR2021,South West,Intellectual Disability,7 to 14,Capacity Building,55,
29555,31MAR2021,South West,Intellectual Disability,7 to 14,Capital,28,
29556,31MAR2021,South West,Intellectual Disability,7 to 14,Core,60,
29673,31MAR2021,South West,Other Neurological,7 to 14,ALL,58,
29674,31MAR2021,South West,Other Neurological,7 to 14,Capacity Building,55,
29713,31MAR2021,South West,Other Physical,7 to 14,ALL,39,
29714,31MAR2021,South West,Other Physical,7 to 14,Capacity Building,50,
29277,31MAR2021,South West,ABI,ALL,ALL,68,
29278,31MAR2021,South West,ABI,ALL,Capacity Building,58,
29279,31MAR2021,South West,ABI,ALL,Capital,33,
29280,31MAR2021,South West,ABI,ALL,Core,71,
29317,31MAR2021,South West,ALL,ALL,ALL,66,
29318,31MAR2021,South West,ALL,ALL,Capacity Building,51,
29319,31MAR2021,South West,ALL,ALL,Capital,39,
29320,31MAR2021,South West,ALL,ALL,Core,73,
29357,31MAR2021,South West,Autism,ALL,ALL,64,
29358,31MAR2021,South West,Autism,ALL,Capacity Building,52,
29359,31MAR2021,South West,Autism,ALL,Capital,20,
29360,31MAR2021,South West,Autism,ALL,Core,76,
29397,31MAR2021,South West,Cerebral Palsy,ALL,ALL,67,
29398,31MAR2021,South West,Cerebral Palsy,ALL,Capacity Building,58,
29399,31MAR2021,South West,Cerebral Palsy,ALL,Capital,35,
29400,31MAR2021,South West,Cerebral Palsy,ALL,Core,79,
29437,31MAR2021,South West,Developmental delay,ALL,ALL,49,
29438,31MAR2021,South West,Developmental delay,ALL,Capacity Building,45,
29440,31MAR2021,South West,Developmental delay,ALL,Core,83,
29477,31MAR2021,South West,Global developmental delay,ALL,ALL,64,
29478,31MAR2021,South West,Global developmental delay,ALL,Capacity Building,64,
29479,31MAR2021,South West,Global developmental delay,ALL,Capital,30,
29480,31MAR2021,South West,Global developmental delay,ALL,Core,74,
29517,31MAR2021,South West,Hearing Impairment,ALL,ALL,43,
29518,31MAR2021,South West,Hearing Impairment,ALL,Capacity Building,28,
29519,31MAR2021,South West,Hearing Impairment,ALL,Capital,7,
29520,31MAR2021,South West,Hearing Impairment,ALL,Core,66,
29557,31MAR2021,South West,Intellectual Disability,ALL,ALL,75,
29558,31MAR2021,South West,Intellectual Disability,ALL,Capacity Building,51,
29559,31MAR2021,South West,Intellectual Disability,ALL,Capital,30,
29560,31MAR2021,South West,Intellectual Disability,ALL,Core,81,
29597,31MAR2021,South West,Multiple Sclerosis,ALL,ALL,61,
29598,31MAR2021,South West,Multiple Sclerosis,ALL,Capacity Building,53,
29599,31MAR2021,South West,Multiple Sclerosis,ALL,Capital,37,
29600,31MAR2021,South West,Multiple Sclerosis,ALL,Core,68,
29637,31MAR2021,South West,Other,ALL,ALL,50,
29638,31MAR2021,South West,Other,ALL,Capacity Building,56,
29639,31MAR2021,South West,Other,ALL,Capital,37,
29640,31MAR2021,South West,Other,ALL,Core,54,
29677,31MAR2021,South West,Other Neurological,ALL,ALL,63,
29678,31MAR2021,South West,Other Neurological,ALL,Capacity Building,52,
29679,31MAR2021,South West,Other Neurological,ALL,Capital,58,
29680,31MAR2021,South West,Other Neurological,ALL,Core,66,
29717,31MAR2021,South West,Other Physical,ALL,ALL,52,
29718,31MAR2021,South West,Other Physical,ALL,Capacity Building,51,
29719,31MAR2021,South West,Other Physical,ALL,Capital,42,
29720,31MAR2021,South West,Other Physical,ALL,Core,57,
29797,31MAR2021,South West,Psychosocial disability,ALL,ALL,52,
29798,31MAR2021,South West,Psychosocial disability,ALL,Capacity Building,42,
29799,31MAR2021,South West,Psychosocial disability,ALL,Capital,35,
29800,31MAR2021,South West,Psychosocial disability,ALL,Core,55,
29837,31MAR2021,South West,Spinal Cord Injury,ALL,ALL,63,
29838,31MAR2021,South West,Spinal Cord Injury,ALL,Capacity Building,48,
29839,31MAR2021,South West,Spinal Cord Injury,ALL,Capital,37,
29840,31MAR2021,South West,Spinal Cord Injury,ALL,Core,72,
29877,31MAR2021,South West,Stroke,ALL,ALL,51,
29878,31MAR2021,South West,Stroke,ALL,Capacity Building,57,
29879,31MAR2021,South West,Stroke,ALL,Capital,36,
29880,31MAR2021,South West,Stroke,ALL,Core,51,
29917,31MAR2021,South West,Visual Impairment,ALL,ALL,65,
29918,31MAR2021,South West,Visual Impairment,ALL,Capacity Building,51,
29919,31MAR2021,South West,Visual Impairment,ALL,Capital,59,
29920,31MAR2021,South West,Visual Impairment,ALL,Core,72,
29961,31MAR2021,Wheat Belt,ALL,0 to 6,ALL,43,
29962,31MAR2021,Wheat Belt,ALL,0 to 6,Capacity Building,41,
29963,31MAR2021,Wheat Belt,ALL,0 to 6,Capital,28,
29964,31MAR2021,Wheat Belt,ALL,0 to 6,Core,58,
30001,31MAR2021,Wheat Belt,Autism,0 to 6,ALL,50,
30002,31MAR2021,Wheat Belt,Autism,0 to 6,Capacity Building,49,
30004,31MAR2021,Wheat Belt,Autism,0 to 6,Core,76,
30041,31MAR2021,Wheat Belt,Cerebral Palsy,0 to 6,ALL,40,
30042,31MAR2021,Wheat Belt,Cerebral Palsy,0 to 6,Capacity Building,31,
30044,31MAR2021,Wheat Belt,Cerebral Palsy,0 to 6,Core,55,
30081,31MAR2021,Wheat Belt,Developmental delay,0 to 6,ALL,41,
30082,31MAR2021,Wheat Belt,Developmental delay,0 to 6,Capacity Building,48,
30084,31MAR2021,Wheat Belt,Developmental delay,0 to 6,Core,12,
30201,31MAR2021,Wheat Belt,Intellectual Disability,0 to 6,ALL,54,
30202,31MAR2021,Wheat Belt,Intellectual Disability,0 to 6,Capacity Building,54,
29965,31MAR2021,Wheat Belt,ALL,15 to 18,ALL,37,
29966,31MAR2021,Wheat Belt,ALL,15 to 18,Capacity Building,32,
29967,31MAR2021,Wheat Belt,ALL,15 to 18,Capital,14,
29968,31MAR2021,Wheat Belt,ALL,15 to 18,Core,47,
30005,31MAR2021,Wheat Belt,Autism,15 to 18,ALL,27,
